time_period,geographic_level,region_name,la_name,breakdown,characteristic_gender,characteristic_ethnic_major,characteristic_free_school_meals,characteristic_first_language,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps
202122,Local authority,North East,Middlesbrough,Free school meals,Girls,Total,FSM all other,Total,8.0,498.0,25438.75,51.1,490.0,98.4,256.0,51.4,371.0,74.5,157.0,31.5,91.0,18.3,114.0,22.9,2138.65,4.29
202122,Local authority,North East,Newcastle upon Tyne,Free school meals,Girls,Total,FSM,Total,14.0,481.0,17933.0,37.3,448.0,93.1,121.0,25.2,211.0,43.9,121.0,25.2,48.0,10.0,71.0,14.8,1458.76,3.03
202122,Local authority,North East,Newcastle upon Tyne,Free school meals,Girls,Total,FSM all other,Total,12.0,792.0,43935.5,55.5,778.0,98.2,488.0,61.6,615.0,77.7,398.0,50.3,285.0,36.0,328.0,41.4,3895.38,4.92
202122,Local authority,North East,North Tyneside,Free school meals,Girls,Total,FSM,Total,15.0,202.0,7743.0,38.3,191.0,94.6,48.0,23.8,89.0,44.1,47.0,23.3,15.0,7.4,25.0,12.4,629.83,3.12
202122,Local authority,North East,North Tyneside,Free school meals,Girls,Total,FSM all other,Total,15.0,861.0,46911.25,54.5,846.0,98.3,505.0,58.7,678.0,78.7,344.0,40.0,211.0,24.5,278.0,32.3,4068.75,4.73
202122,Local authority,North East,Northumberland,Free school meals,Girls,Total,FSM,Total,21.0,316.0,11550.75,36.6,298.0,94.3,83.0,26.3,142.0,44.9,63.0,19.9,27.0,8.5,39.0,12.3,947.29,3.0
202122,Local authority,North East,Northumberland,Free school meals,Girls,Total,FSM all other,Total,21.0,1218.0,63715.0,52.3,1190.0,97.7,651.0,53.4,928.0,76.2,440.0,36.1,239.0,19.6,321.0,26.4,5427.83,4.46
202122,Local authority,North East,Redcar and Cleveland,Free school meals,Girls,Total,FSM,Total,13.0,216.0,8125.0,37.6,203.0,94.0,58.0,26.9,104.0,48.1,63.0,29.2,25.0,11.6,39.0,18.1,692.53,3.21
202122,Local authority,North East,Redcar and Cleveland,Free school meals,Girls,Total,FSM all other,Total,13.0,633.0,34333.75,54.2,624.0,98.6,371.0,58.6,507.0,80.1,310.0,49.0,172.0,27.2,240.0,37.9,3027.28,4.78
202122,Local authority,North East,South Tyneside,Free school meals,Girls,Total,FSM,Total,10.0,188.0,7109.75,37.8,173.0,92.0,36.0,19.1,78.0,41.5,35.0,18.6,14.0,7.4,25.0,13.3,566.03,3.01
